title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Os Vingadores Vol. 49,"R$31,90","Avengers (2018) 57, Iron Man (2020) 22-23, Iron Fist (2022) 1-2",Marvel Comics,Março,2023,112,12 anos,,Revistas Periódicas,"Alyssa Wong, Ángel Unzueta, Christopher Cantwell, Jason Aaron, Javier Garron, Michael Yg","Os Vingadores estão perdidos através do tempo, e, se quiserem deter Mefisto antes que seja tarde demais, vão precisar da ajuda de alguns dos maiores heróis da história – com histórias nunca antes contadas!",https://panini.com.br/os-vingadores-vol-49
Batman 03/85,"R$27,90","Batman (2016) 128, Detective Comics (2016) 1062-1064",DC Comics,Abril,2023,80,12 anos,,Revistas Periódicas,"Chip Zdarsky, Jorge Jiménez, Rafael Albuquerque, Ram V, Simon Spurrier","A investida de Salvaguarda continua! A Liga da Justiça entra em ação, mas ainda não é o suficiente para deter o inimigo. Será que a resposta para essa situação periclitante se encontra mesmo na mente do Cavaleiro das Trevas? Um flashback nos mostra a origem de Zur-En-Arrh! Além disso, a investigação acerca do ruído negro faz Batman questionar as propriedades da música… e o leva ao Duas-Caras. E mais: uma aventura com Jim Gordon!",https://panini.com.br/batman-03-85
Vampiro Americano - Edição De Luxo Vol. 3,"R$150,90","Lord of the Nightmares 1-5, The Long Road to Hell, American Vampire Anthology 1",DC Comics,Abril,2023,328,18 anos,Capa dura,Livros e Edições Especiais,"Declan Shalvey, dustin nguyen, Jason Aaron, Rafael Albuquerque, Scott Snyder","Narrando a história de uma nova espécie de sanguessugas, VAMPIRO AMERICANO traz uma abordagem original sobre um velho monstro em um épico que atravessa gerações e que revela a sede de sangue por trás das eras mais representativas da história dos Estados Unidos. Das planícies do Nebraska até as ruas de Las Vegas… do deserto do Novo México à neve do Canadá… dos lugares mais quentes do Harlem ao submundo de Portland… das tribos que primeiro chamaram este continente de lar às estrelas que habitam a tela de cinema… vampiros – e os homens e mulheres que arriscam as vidas e as almas para caçá-los – são a longa e terrível sombra que se projeta sobre o sonho americano… ",https://panini.com.br/vampiro-americano-edicao-de-luxo-vol-3
Superman E Lois Lane: Aniversário De 25 Anos De Casamento - Edição Especial,"R$99,90","Superman 118, Superman: The Wedding Album 1, Adventures Of Superman 541, Action Comics 728, The Man Of Steel 63",DC Comics,Abril,2023,208,12 anos,Capa dura,Livros e Edições Especiais,"Dan Jurgens, David Michelinie, John Byrne, Karl Kesel, Ron Frenz, Stuart Immonen","O casamento de Clark Kent e Lois Lane é um acontecimento especial e histórico, que mudou a mitologia do Superman para sempre! Uma cerimônia inigualável, cheia de ação e romance, com participações de personagens de todo o Universo DC. Uma edição histórica especial apresentando o casamento de um dos casais mais icônicos dos quadrinhos, com roteiro e arte de criadores lendários de diversas épocas diferentes de toda a carreira do Homem de ",https://panini.com.br/superman-e-lois-lane-aniversario-de-25-anos-de-casamento-edicao-especial
Superman: Os Homens Do Amanhã,"R$114,90",Superman: Men of Tomorrow (2016),DC Comics,Abril,2023,256,12 anos,Capa dura,Livros e Edições Especiais,"Geoff Johns, John Romita Jr.",Uma nova era para o SUPERMAN começa quando Geoff Johns assume sua revista - e a ele se junta o lendário e supertalentoso John Romita Jr. em seu primeiro trabalho para a DC Comics!,https://panini.com.br/superman-os-homens-do-amanha
A Saga Do Demolidor Vol. 10,"R$39,90","Daredevil (1998) 292-296, Daredevil Annual 5",Marvel Comics,Janeiro,2023,144,12 anos,,Revistas Periódicas,"Daniel G. Chichester, Gregory Wright, Jim Lee, Lee Weeks, Mark Bagley","A cidade de Nova York está sendo assolada por uma série de assassinados misteriosos nas mãos de vilões como o Treinador e o Lápide. Matt Murdock, o Demolidor, procura investigar o que está por trás dos crimes e acaba descobrindo que a situação é muito maior e perigosa que imaginava, envolvendo uma estranha competição, antigas e traiçoeiras seitas ninja e conspirações de grande escala. Para além disso, o Rei do Crime tem seus próprios planos para a cidade e procura tomar controle da mídia, fazendo acordos para alcançar esse objetivo com homens perigosos como o General Strang. ",https://panini.com.br/a-saga-do-demolidor-vol-10
Thor De Walter Simonson (Omnibus),"R$464,90","The Mighty Thor 337-355, 357-369, 371-382 Balder The Brave 1-4",Marvel Comics,Fevereiro,2023,1192,12 anos,Capa dura com sobrecapa,Omnibus & Edições de luxo,"Sal Buscema, Walter Simonson","Durante os anos 1980, a Marvel produziu algumas sagas autorais que não só definiram uma era, mas também o futuro de toda a mídia. Unindo-se ao grupo seleto de Demolidor de ",https://panini.com.br/thor-de-walter-simonson-omnibus
X-Men 60 Anos - Edição Especial De Aniversário,"R$19,90",Giant-Size X-Men: Tribute to Wein & Cockrum,Marvel Comics,Fevereiro,2023,48,12 anos,,Livros e Edições Especiais,"Alex Ross, Dave Cockrum, Kevin Nowlan, Len Wein","Em 1975, uma edição de quadrinhos foi publicada e transformou o Universo Marvel para sempre, preparando o território para a equipe mutante dos X-Men se transformarem no que são hoje e para a fase épica de Chris Claremont! A dupla responsável pela revista era composta por Len Wein e Dave Cockrum, e tantos anos depois uma equipe de alguns dos melhores artistas da Marvel se reúne para recontar a mesma história. Quebec, Winzeldorf, Nashville, Osaka - numa progressão eletrizante de eventos, o professor Charles Xavier convoca para a sua Escola uma série de mutantes que se tornariam algumas das faces mais icônicas dos X-Men: de Tempestade ao Wolverine! O grupo recém-formado tem a missão de resgatar os membros originais do grupo de heróis mutantes, que, com exceção do Ciclope, desapareceram misteriosamente. Quais foram os eventos que abriram as portas para quase tudo o que conhecemos hoje sobre os X-Men?",https://panini.com.br/x-men-60-anos-edicao-especial-de-aniversario
Wolverine (2022) Vol. 3,"R$31,90","X Deaths of Wolverine (2021) 4-5, X Lives of Wolverine (2021) 5, Wolverine: Exit Wounds (2019) 1, Marvel Voices 1 (Wolverine + Death)",Marvel Comics,Fevereiro,2023,112,12 anos,,Revistas Periódicas,"Benjamin Percy, Chris Claremont, Federico Vicentini, Joshua Cassara, Larry Hama, Sam Kieth","Wolverine chega ao clímax de sua missão através do tempo e do espaço para impedir o Ômega Vermelho, que ameaça o passado, presente e futuro dos mutantes. Agora, esse confronto chega ao fim, custe o que custar. Paralelamente, tudo leva a Krakoa quando a busca de Laura, Gabbby e Daken pelo misterioso caçador termina na descoberta de um outro Wolverine, de um futuro em que as máquinas venceram com a ajuda de uma Moira robótica – e as peças do quebra-cabeça parecem ir se encaixando conforme a McTaggert do presente recorre ao inventor Arnab Chakladar procurando uma maneira de escapar da morte definitivamente. Numa série de eventos épicos que vai mudar tudo para sempre, para os mutantes e o mundo, a batalha final de Wolverine pode acabar sendo... consigo mesmo. ",https://panini.com.br/wolverine-2022-vol-3
Oz Vol. 6: A Cidade Esmeralda,"R$59,90",The Emerald City of Oz 1-5,Marvel Comics,Fevereiro,2023,112,12 anos,Capa dura,Livros e Edições Especiais,"Eric Shanower, Skottie Young","No Kansas, o tio Harry tem cada vez mais dificuldade para arcar com os gastos cotidianos e pagar as contas. Como resultado, ele, a tia Em e Dorothy precisam deixar sua casa e procurar um novo lar. Mas para onde podem ir? Para a Terra de Oz, é claro! Finalmente podendo compartilhar o mundo encantado onde já viveu tantas aventuras com sua família, Dorothy vai mais uma vez encontrar as mais curiosas criaturas – de seus queridos amigos a bonecas, utensílios de cozinha, quebra-cabeças e docinhos com vida! Contudo, o reino inteiro está sobre a terrível ameaça dos Nomes! Será que é o fim da maravilhosa Terra de Oz?",https://panini.com.br/oz-vol-6-a-cidade-esmeralda
Batman/Superman: Os Melhores Do Mundo Vol. 4,"R$19,90","Batman/Superman: World’s Finest (2022) 4, Batman: Urban Legends (2021) 17",DC Comics,Março,2023,48,12 anos,,Revistas Periódicas,"Dan Mora, Gleb Melnikov, Mark Waid, Ryan Cady","Enquanto Robin e Supergirl correm para recuperar os segredos do Diabo Nezha na China antiga, Batman e Superman recebem uma surpresa inesperada no presente! Para salvar a humanidade do fogo do demônio, os Melhores do Mundo devem enfrentar o protetor do Setor 2814… o Lanterna Verde Hal Jordan.",https://panini.com.br/batman-superman-os-melhores-do-mundo-vol-4
Coleção Clássica Marvel Vol. 45 - Homem-Aranha 8,"R$36,90",Amazing Spider-Man (1963) 32-36,Marvel Comics,Janeiro,2023,128,12 anos,,Revistas Periódicas,"Stan Lee, Steve Ditko","Neste oitavo volume dedicado ao Homem-Aranha, você poderá ler uma das histórias mais emblemáticas do Cabeça de Teia: ",https://panini.com.br/colecao-classica-marvel-vol-45-homem-aranha-8
Supergirl Por Peter David E Gary Frank,"R$119,90",Supergirl: Book One (2016),DC Comics,Abril,2023,272,14 anos,Capa dura,Livros e Edições Especiais,"Gary Frank, Peter David",Quem é Linda Danvers?,https://panini.com.br/supergirl-por-peter-david-e-gary-frank
Batman: A Hora Da Morte 02,"R$24,90",Batman: Killing Time 3-4,DC Comics,Março,2023,64,12 anos,,Revistas Periódicas,"David Marquez, Tom King","Um assalto chocante faz com que uma figura misteriosa e mortal abra caminho por Gotham City em busca da Mulher-Gato, do Charada e de um artefato roubado. Apenas o Cavaleiro das Trevas está entre este estranho novo vilão e sua presa... Tique-taque... o relógio está se aproximando da Hora da Morte!",https://panini.com.br/batman-a-hora-da-morte-02
A Saga Do Batman Vol. 23,"R$39,90","Batman 467-470, Detective Comics 629-630",DC Comics,Fevereiro,2023,144,12 anos,,Revistas Periódicas,"Alan Grant, Chuck Dixon, Jim Aparo, Norm Breyfogle, Peter Milligan, Tom Lyle",,https://panini.com.br/a-saga-do-batman-vol-23
Terras Desoladas,"R$59,90","Wastelanders: Wolverine (2021) 1, Wastelanders: Hawkeye (2021) 1, Wastelanders: Star-Lord (2021) 1, Wastelanders: Doom (2021) 1, Wastelanders: Black Widow (2022) 1",Marvel Comics,Janeiro,2023,112,12 anos,Capa dura,Livros e Edições Especiais,"Brent Peeples, Ibrahim Moustafa, Ibraim Roberson, Rich Douek, Steven S. DeKnight","Os mais terríveis vilões do mundo se reuniram para eliminar boa parte dos super-heróis décadas atrás. Logan tentou seguir com sua vida em paz, mas essa ilusão não durou muito tempo e ele logo se vê forçado a mais uma vez recorrer às suas garras de Adamantium – e salvar o mundo é um pouco mais complicado com um bebê Hulk sobre seus cuidados. ",https://panini.com.br/terras-desoladas
O Espetacular Homem-Aranha Vol. 23,"R$74,90","Amazing Spider-Man 600-601, Amazing Spider-Man Family 7-8",Marvel Comics,Janeiro,2023,184,12 anos,Capa dura,Revistas Periódicas,"Dan Slott, John Romita Jr., Mario Alberti, Mark Waid, Roger Stern, Val Semeiks","J. Jonah Jameson é o prefeito de Nova York, a Tia May está prestes a se casar com o J.J.J. sênior e as contas vão se empilhando – a vida de Peter Parker está uma verdadeira bagunça, mas quando não foi assim? Para além de tudo isso, o retorno de um velho inimigo do Homem-Aranha pode colocar a cidade inteira em um sério perigo: o Dr. Octopus está de volta, e determinado a eternizar sua mente brilhante custe o que custar! Peter vai contar com a ajuda de muitos amigos e conhecidos para enfrenta-lo, mas será que seus esforços serão suficientes? E Otto Octopus não é a única pessoa do passado que vai voltar à vida do lançador de teias com muito alarde...",https://panini.com.br/o-espetacular-homem-aranha-vol-23-asaha023
Wolverine (2022) Vol. 2,"R$31,90","X Deaths of Wolverine (2021) 2-3, X Lives of Wolverine (2021) 3-4, Marvel Voices: Comunidades (2021) 1",Marvel Comics,Janeiro,2023,112,14 anos,,Revistas Periódicas,"Benjamin Percy, Federico Vicentini, Joshua Cassara, Paco Medina","Mística descobriu que Moira McTaggert não apenas estava viva, como também tinha passado todo esse tempo conspirando por trás dos bastidores de Krakoa com os próprios objetivos em mente – objetivos esses que não permitiam que a mutante metamorfa se reunisse com sua amada, Sina. Diante dessa descoberta, ela cortou o braço de McTaggert e usou um dispositivo para acabar com sua habilidade mutante. Dessa maneira, disfarçada, foragida, com um câncer estágio IV recém descoberto, Moira luta pela própria sobrevivência – e Mística não é a única na sua cola: uma agente da CIA e outros X-Men também pretendem acompanhar cada um de seus passos. ",https://panini.com.br/wolverine-2022-vol-2
Superchoque 02,"R$19,90",Static: Season 1 (2022) 2-3,DC Comics,Fevereiro,2023,48,12 anos,,Livros e Edições Especiais,"ChrisCross, Vita Ayala",,https://panini.com.br/superchoque-02
"X-Men: Deus Ama, O Homem Mata (Marvel Graphic Novel)","R$60,90",X-Men: God Loves Man Kills Extended Cut 1-2,Marvel Comics,Janeiro,2023,112,12 anos,Capa dura,Livros e Edições Especiais,"Brent Anderson, Chris Claremont","Por anos a fio, os Fabulosos X-Men e Magneto, o Mestre do Magnetismo, têm sido os mais acirrados inimigos. Mas agora eles precisam juntar suas forças contra um novo adversário que os ameaça, e, talvez, o mundo todo… em nome de Deus. Os membros da Cruzada Stryker estão preparados para purificar a Terra, sem se importar com as consequências sangrentas de sua causa. Tendo o Professor X como inimigo e Magneto como aliado, os X-Men são submetidos a uma provação ordenada por um pastor enlouquecido!",https://panini.com.br/x-men-deus-ama-o-homem-mata-marvel-graphic-novel
Sandman Apresenta Vol. 3: Tessalíada,"R$44,90","The Sandman Presents: The Thessaliad (2002) 14, The Sandman Presents: Merv Pumpkinhead: Agent Of Dream (2000) 1",DC Comics,Março,2023,160,18 anos,,Livros e Edições Especiais,"Bill Willingham, Mark Buckingham, Shawn McManus",no caminho,https://panini.com.br/sandman-apresenta-vol-3-tessaliada
Stargirl Por Geoff Johns,"R$179,90",Stars and S.T.R.I.P.E. 1-14   JSA All Stars 4 ,DC Comics,Fevereiro,2023,416,14 anos,Capa dura,Livros e Edições Especiais,Geoff Johns,"Courtney Whitmore é uma típica estudante adolescente tentando passar pelo ensino médio… mas está prestes a dar de cara com um segredo que vai deixar sua vida muito mais complicada! Seu novo padrasto, Pat Dugan, costumava ser o aventureiro uniformizado conhecido como Listrado: parceiro do Sideral, um super-herói da Era de Ouro do Universo DC. Ao encontrar o uniforme do falecido jovem herói, Courtney decide personalizar a fantasia e se torna a nova Sideral, conseguindo lutar contra o crime e irritar muito seu padrasto, tudo ao mesmo tempo! Mas Dugan Não vai deixar sua nova filha em perigo e sozinha. Usando suas habilidades técnicas, ele constrói a armadura cibernética F.A.I.X.A. para poder ficar de olho em Courtney em sua luta pela justiça! ",https://panini.com.br/stargirl-por-geoff-johns
